s_m,x_m,y_m,kappa
2.567548742670268211e+02,-2.986040255852765313e+01,-7.976257473695853584e+00,1.704158775548507421e-02
2.569265261624197478e+02,-3.002572510475956236e+01,-8.022440034250399421e+00,1.939922904885194033e-02
2.570983679417284975e+02,-3.019109654481880156e+01,-8.069150674673464252e+00,2.152845436436224419e-02
2.572704277767563212e+02,-3.035648274754173315e+01,-8.116605819586185433e+00,2.386625566480487723e-02
2.574427297967620234e+02,-3.052192768678295565e+01,-8.164730222725403053e+00,2.621463436607630870e-02
2.576153037569972639e+02,-3.068739000593741650e+01,-8.213760750881814232e+00,2.841094165348919537e-02
2.577881823617805139e+02,-3.085292616328950643e+01,-8.263608444919784191e+00,3.058649844524534769e-02
2.579613925804293899e+02,-3.101848791529847915e+01,-8.314511157186487367e+00,3.143439869038176099e-02
2.581349650626410153e+02,-3.118412966700683242e+01,-8.366378455863829444e+00,2.626553598719846144e-02
2.583088871661462349e+02,-3.134980830893143278e+01,-8.419288622161946734e+00,1.250736263745882114e-02
2.584829981230136582e+02,-3.151557256231212634e+01,-8.472550593609030400e+00,-5.729697564616431475e-03
2.586571166336841543e+02,-3.168136991859772067e+01,-8.525734166324820507e+00,-2.461359403631729545e-02
2.588310640675504715e+02,-3.184725724521377188e+01,-8.578070622231360076e+00,-4.364761602973294546e-02
2.590046648032800363e+02,-3.201317955551955663e+01,-8.629129435267325121e+00,-6.313542255467327613e-02
2.591777586818641339e+02,-3.217918839854535662e+01,-8.678145298419199349e+00,-8.322358349880470962e-02
2.593502056112124592e+02,-3.234523956770053843e+01,-8.724674350245619436e+00,-1.038306194109540753e-01
2.595218831920478237e+02,-3.251137241833595937e+01,-8.767953302419046580e+00,-1.250451067714101194e-01
2.596927152049389065e+02,-3.267755177053021498e+01,-8.807551276265135343e+00,-1.470892323638755828e-01
2.598626530890981599e+02,-3.284381322027248018e+01,-8.842708278442941605e+00,-1.700079435535504502e-01
2.600316947567778811e+02,-3.301012194332200522e+01,-8.872981931172393644e+00,-1.935800842789498211e-01
2.601998962817251027e+02,-3.317651094936083211e+01,-8.897608170511423609e+00,-2.175074076555330860e-01
2.603673685146827097e+02,-3.334295383573864058e+01,-8.916147706266961848e+00,-2.413481031060527304e-01
2.605342953307417133e+02,-3.350947088599731671e+01,-8.927836756388275674e+00,-2.646344988320697977e-01
2.607009340447749537e+02,-3.367605115858121678e+01,-8.932249669317426921e+00,-2.872601964611728453e-01
2.608676070076370479e+02,-3.384268442895356799e+01,-8.928612396405362972e+00,-3.107944634182017163e-01
2.610342495320199419e+02,-3.400888295456144306e+01,-8.916455874761464173e+00,-3.389913028774227954e-01
2.612003380743005323e+02,-3.417357367567519333e+01,-8.894953078293800885e+00,-3.733223717637151884e-01
2.613654480637771940e+02,-3.433567626551728580e+01,-8.863583363735484610e+00,-4.132661510560682872e-01
2.615293266018429676e+02,-3.449406758841757892e+01,-8.821531442632325692e+00,-4.582832609445698369e-01
2.616919174197781786e+02,-3.464768495409728644e+01,-8.768263450005688853e+00,-5.068312081726065177e-01
2.618534059597211581e+02,-3.479538318374018502e+01,-8.702965812274516821e+00,-5.561938299304819422e-01
2.620142479932273432e+02,-3.493612647175131514e+01,-8.625110262554446905e+00,-6.026069378503786655e-01
2.621752119724922636e+02,-3.506874612646505796e+01,-8.533888391249339733e+00,-6.394305143475089714e-01
2.623373813078267744e+02,-3.519222313838620408e+01,-8.428758372463759585e+00,-6.396182636498944918e-01
2.625021641685141276e+02,-3.530543268161993353e+01,-8.309021199885121334e+00,-5.707009691345119595e-01
2.626705676464795829e+02,-3.540870862685279974e+01,-8.176003116426079131e+00,-4.560945342704095795e-01
2.628425044490040250e+02,-3.550323910840890562e+01,-8.032384691009649913e+00,-3.432181495438766938e-01
2.630171592572895634e+02,-3.559049339209671814e+01,-7.881086997585753373e+00,-2.489340487275467362e-01
2.631932231580227040e+02,-3.567169149595908095e+01,-7.724864831839273194e+00,-1.759013429202981593e-01
2.633693215325960182e+02,-3.574827245818379140e+01,-7.566289948102591367e+00,-1.234442691953255705e-01
2.635451457908179123e+02,-3.582126647441042877e+01,-7.406333568503729481e+00,-8.149324843059288503e-02
2.637206731859041042e+02,-3.589190770774694528e+01,-7.245648526952138013e+00,-4.108139366609523530e-02
2.638958278694227602e+02,-3.596117577375438401e+01,-7.084772493342058830e+00,-2.279109589262270029e-04
2.640704948630397553e+02,-3.603031060942483066e+01,-6.924370083272827436e+00,4.107361807413546090e-02
2.642445711234126406e+02,-3.610029263420511825e+01,-6.764980432940512323e+00,8.313193078615022102e-02
2.644179801804289696e+02,-3.617235125855467714e+01,-6.607252009020979422e+00,1.226404244044215358e-01
2.645906959493585759e+02,-3.624747721893782426e+01,-6.451730862827098179e+00,1.468139045930556830e-01
2.647627977250993467e+02,-3.632652510629644382e+01,-6.298856886240931097e+00,1.480892200122348179e-01
2.649344329703360472e+02,-3.640919420073795010e+01,-6.148442531102555897e+00,1.371594132771838392e-01
2.651057519127208479e+02,-3.649527022362639883e+01,-6.000317252019111258e+00,1.244741746136567434e-01
2.652768721889733001e+02,-3.658432786695929195e+01,-5.854197831308806776e+00,1.114983404479154699e-01
2.654478659954929753e+02,-3.667613972715910364e+01,-5.709942972830025276e+00,9.826155556617113818e-02
2.656188165343252763e+02,-3.677028740064809398e+01,-5.567253441666498937e+00,8.488598497846318314e-02
2.657897677927398945e+02,-3.686654558851626717e+01,-5.425978199596681151e+00,7.154157744360704896e-02
2.659607426457635597e+02,-3.696448737784770344e+01,-5.285836106458944528e+00,5.818160836782020756e-02
2.661317617949842429e+02,-3.706389587964954302e+01,-5.146676129563027224e+00,4.471713721725225493e-02
2.663028296348592789e+02,-3.716434426756284637e+01,-5.008204734664581714e+00,3.129585494894462222e-02
2.664739384684349375e+02,-3.726560520679100108e+01,-4.870275567646654480e+00,1.798017592599282510e-02
2.666450814705100356e+02,-3.736726182939428043e+01,-4.732595292225052042e+00,5.297448374986020274e-03
2.668162390314665231e+02,-3.746908622816810208e+01,-4.595020939648237324e+00,-3.943734977961830396e-03
2.669874013682532450e+02,-3.757071949512863540e+01,-4.457299392382672920e+00,-7.435778781383049936e-03
2.671585684463233292e+02,-3.767221259879387674e+01,-4.319468631942751102e+00,-7.654857985009700695e-03
2.673297291804256588e+02,-3.777348040165720988e+01,-4.181480121545364526e+00,-7.506407994431895866e-03
2.675009036384660703e+02,-3.787461962356682932e+01,-4.043380328363252119e+00,-7.245544311593054773e-03
2.676720728766174489e+02,-3.797554124450972779e+01,-3.905127897948539317e+00,-6.932867909514589186e-03
2.678432512026100767e+02,-3.807634848950338835e+01,-3.766780803123888521e+00,-6.735739965432967213e-03
2.680144253352817714e+02,-3.817695077266758830e+01,-3.628289776995620386e+00,-6.512484630693967345e-03
2.681856095356223477e+02,-3.827744530997794925e+01,-3.489708110037073041e+00,-6.233404530008363267e-03
2.683568003600186103e+02,-3.837775581303946382e+01,-3.350984999730878489e+00,-6.012133854465400579e-03
2.685279885993959965e+02,-3.847796248782485407e+01,-3.212190058794282432e+00,-5.800297238660606300e-03
2.686991843037217222e+02,-3.857799483708227228e+01,-3.073260226570865061e+00,-5.521870151418774124e-03
2.688703839642141133e+02,-3.867793766767648123e+01,-2.934261110150885976e+00,-5.269960378871364585e-03
2.690415881770281885e+02,-3.877772004857312282e+01,-2.795141165686124474e+00,-5.036068557294977842e-03
2.692127970742456000e+02,-3.887742135202620375e+01,-2.655957342717520042e+00,-4.808291973842535386e-03
2.693840112084106408e+02,-3.897697652395453360e+01,-2.516662520558914817e+00,-4.600623063055547628e-03
2.695552327444441403e+02,-3.907645966330683507e+01,-2.377307149703369760e+00,-4.301110395563679384e-03
2.697264523197953849e+02,-3.917580452897712462e+01,-2.237855578724753158e+00,-4.061227552374890339e-03
2.698976819417474644e+02,-3.927509519164445351e+01,-2.098353077883587048e+00,-3.873952423207122509e-03
2.700689179771758859e+02,-3.937425881770716529e+01,-1.958752379119806264e+00,-3.549246384864168571e-03
2.702401567763984076e+02,-3.947337529825009739e+01,-1.819114813816106180e+00,-3.324208546369133901e-03
2.704113967257329705e+02,-3.957238127831804064e+01,-1.679397470014820204e+00,-3.178415492923752569e-03
2.705826477412951476e+02,-3.967134669955320447e+01,-1.539637834458525534e+00,-2.847204852585739302e-03
2.707539024078184866e+02,-3.977021508250842885e+01,-1.399805064129681087e+00,-2.591479629781957318e-03
2.709251549826295218e+02,-3.986905485672674843e+01,-1.259954631839004913e+00,-2.430345330584208867e-03
2.710964174018720882e+02,-3.996780601757547657e+01,-1.120029564478509654e+00,-2.131484035205674209e-03
2.712676859528397699e+02,-4.006654381280980459e+01,-9.800875609812150779e-01,-1.895247642881354132e-03
2.714389589548881077e+02,-4.016520794312621234e+01,-8.400881659126526735e-01,-1.687607760538133161e-03
2.716102326774665698e+02,-4.026386011080606409e+01,-7.000794595478657678e-01,-1.416309873225035177e-03
2.717815132434865291e+02,-4.036245534207897379e+01,-5.600222831292597236e-01,-1.225074301587880362e-03
2.719528006623036731e+02,-4.046105277504992870e+01,-4.199582761304300194e-01,-9.541344235862948744e-04
2.721240874423035052e+02,-4.055959664534374554e+01,-2.798573602511056357e-01,-6.181001794918077096e-04
2.722953854779428298e+02,-4.065816355141987515e+01,-1.397588875953495180e-01,-4.476618244817835409e-04
2.724666831976183516e+02,-4.075669102134982325e+01,3.669359891288639756e-04,-2.495617608309677040e-04
2.726379846718180602e+02,-4.085523962237858342e+01,1.404824893665786445e-01,4.051649329044662687e-05
2.728092881832281478e+02,-4.095376674820755625e+01,2.806156349721600773e-01,2.030516315544054161e-04
2.729805957657936233e+02,-4.105232642802786103e+01,4.207308638309176230e-01,4.622625644601361435e-04
2.731519114928815384e+02,-4.115087251233305921e+01,5.608656118977849436e-01,8.422372305394846582e-04
2.733232278615121800e+02,-4.124946969897401061e+01,7.009651941501146011e-01,1.025140622672665938e-03
2.734945469106745009e+02,-4.134806611138335342e+01,8.410685990548087965e-01,1.180177731473538126e-03
2.736658669334368028e+02,-4.144671540566800871e+01,9.811359647629268599e-01,1.428280101265373562e-03
2.738371957607714648e+02,-4.154538073503291429e+01,1.121202805439731609e+00,1.688944597830885656e-03
2.740085279499739386e+02,-4.164411084318285816e+01,1.261228106016486272e+00,1.970188842600224290e-03
2.741798577361371372e+02,-4.174286501542392358e+01,1.401233495526029049e+00,2.227522858609988672e-03
2.743511970392282251e+02,-4.184169997932811924e+01,1.541193513723346342e+00,2.439399945623246455e-03
2.745225343258421162e+02,-4.194057141704920610e+01,1.681125299201769785e+00,2.706134040237941681e-03
2.746938777963700318e+02,-4.203952981194746030e+01,1.821003177980732746e+00,2.916701714365962060e-03
2.748652196704674679e+02,-4.213854234396403342e+01,1.960840784949969606e+00,3.069883377438112695e-03
2.750365661276884452e+02,-4.223764359746742514e+01,2.100621148221176515e+00,3.385189062968684773e-03
2.752079134968600442e+02,-4.233681232997072641e+01,2.240354764132712173e+00,3.689971078161754202e-03
2.753792679815302904e+02,-4.243608945436579916e+01,2.380020121284914580e+00,3.841646146645466813e-03
2.755506238838179911e+02,-4.253544521556768387e+01,2.519631288334041930e+00,4.114277841528386423e-03
2.757219874383468436e+02,-4.263491319901298482e+01,2.659171920732234184e+00,4.403210769245863472e-03
2.758933472106163549e+02,-4.273447920785410759e+01,2.798637979096663120e+00,4.564137867954945124e-03
2.760647094712885519e+02,-4.283415947995020900e+01,2.938025452484812394e+00,4.821688699709485854e-03
2.762360763920609656e+02,-4.293395278677286342e+01,3.077337754340836007e+00,5.097403640318534657e-03
2.764074464637635629e+02,-4.303387501549477889e+01,3.216561493992510457e+00,5.279932527648565667e-03
2.765788218813432877e+02,-4.313392247917124678e+01,3.355701850332929670e+00,5.609182773298672375e-03
2.767502011786036746e+02,-4.323410463367878975e+01,3.494750041431176069e+00,5.846860984342034696e-03
2.769215771746103201e+02,-4.333443271008495401e+01,3.633688909613975948e+00,5.941389897566566256e-03
2.770929635928601442e+02,-4.343489585755337856e+01,3.772543007001250004e+00,6.259154365963165434e-03
2.772643533039509975e+02,-4.353552085434887431e+01,3.911283927740987210e+00,6.506891662148625750e-03
2.774357428637641192e+02,-4.363629252701151984e+01,4.049918163057223630e+00,6.310157294586232410e-03
2.776071402864547508e+02,-4.373723403385024255e+01,4.188438517886816648e+00,5.754300282051888309e-03
2.777785368940602098e+02,-4.383829740585893120e+01,4.326868976734941974e+00,4.954045081994049374e-03
2.779499437136314555e+02,-4.393950323263171498e+01,4.465207974934194191e+00,4.062489852350453096e-03
2.781213441436706262e+02,-4.404078015409212554e+01,4.603487013826987884e+00,3.295605535233757984e-03
2.782927506342558104e+02,-4.414215975797105784e+01,4.741698304726400082e+00,2.571795849214003355e-03
2.784641548589610807e+02,-4.424357733805387483e+01,4.879878920939225928e+00,1.705250944749029177e-03
2.786355593017649426e+02,-4.434506101271868772e+01,5.018011273374948900e+00,9.102927070894480197e-04
2.788069628087297929e+02,-4.444653442328694837e+01,5.156150004900514894e+00,1.193027779903692206e-04
2.789783627089373681e+02,-4.454804537179938961e+01,5.294256677886553852e+00,-7.388949617229477289e-04
2.791497557394456521e+02,-4.464949390933369955e+01,5.432400679345054328e+00,-1.529230107365729067e-03
2.793211506415133840e+02,-4.475095059672606368e+01,5.570541017545640905e+00,-2.375709838816439205e-03
2.794925384785032634e+02,-4.485230251685441516e+01,5.708749479494883872e+00,-3.136784597329392646e-03
2.796639181512713321e+02,-4.495361868048418330e+01,5.846974033122085856e+00,-3.849815262723414126e-03
2.798352891489902845e+02,-4.505479492153249055e+01,5.985290290686143599e+00,-4.784357802228833209e-03
2.800066577054195136e+02,-4.515590532494119458e+01,6.123651659771485178e+00,-5.595244652107052470e-03
2.801780135184327492e+02,-4.525681805339283414e+01,6.262141500156505280e+00,-6.340531154300313790e-03
2.803493577868082980e+02,-4.535763778477738128e+01,6.400684778841151612e+00,-7.236694677918284989e-03
2.805206954134037005e+02,-4.545821415032759205e+01,6.539396627578195620e+00,-8.030085281014167839e-03
2.806920199643839169e+02,-4.555866036523664064e+01,6.678186611651335980e+00,-8.747597746536444827e-03
2.808633406943592377e+02,-4.565882512582188468e+01,6.817175148071345170e+00,-9.594202205006832282e-03
2.810346435582522417e+02,-4.575882772219153338e+01,6.956258403344147467e+00,-1.044818121210623098e-02
2.812059338981590599e+02,-4.585849149706343297e+01,7.095569251893998342e+00,-1.125052494209054059e-02
2.813772155929077599e+02,-4.595796847443448740e+01,7.235002927629448521e+00,-1.207973441511287112e-02
2.815484885084416646e+02,-4.605706101246618545e+01,7.374699314490101187e+00,-1.287135655412397460e-02
2.817197469163007781e+02,-4.615593053265548917e+01,7.514535862788348730e+00,-1.364263700803964273e-02
2.818909967847218354e+02,-4.625437122090988140e+01,7.654664190867420892e+00,-1.448033630602828248e-02
2.820622367803984503e+02,-4.635256044398635566e+01,7.794956787218612959e+00,-1.534124709502869381e-02
2.822334633741342031e+02,-4.645026664244488757e+01,7.935569891818173183e+00,-1.613819154252392127e-02
2.824046892027993749e+02,-4.654769301791083080e+01,8.076376091133544932e+00,-1.692337508409113081e-02
2.825759015283970825e+02,-4.664459044152474831e+01,8.217530438333914944e+00,-1.765867131271189189e-02
2.827471093425937170e+02,-4.674117316797009636e+01,8.358894834821741782e+00,-1.820452193632496676e-02
2.829183101434552441e+02,-4.683718911524355377e+01,8.500636332220350866e+00,-1.837364478757560690e-02
2.830895115067356187e+02,-4.693287846277245023e+01,8.642599199050243541e+00,-1.814873174309029891e-02
2.832607073111457225e+02,-4.702799653584697381e+01,8.784938777601725590e+00,-1.793623111135130704e-02
2.834319011580616916e+02,-4.712281018102853380e+01,8.927478968106997925e+00,-1.777596161823363427e-02
2.836030966027310001e+02,-4.721705007562305667e+01,9.070401053672279446e+00,-1.747547053424109570e-02
2.837742872903854732e+02,-4.731100260349473530e+01,9.213506518439084303e+00,-1.725529610413058246e-02
2.839454766647574502e+02,-4.740438716848436940e+01,9.356981690226962911e+00,-1.711047753845455072e-02
2.841166681537912382e+02,-4.749749909541871062e+01,9.500636467314894418e+00,-1.683854220647565750e-02
2.842878611080925566e+02,-4.759004456122416826e+01,9.644658564096156184e+00,-1.665098652571429805e-02
2.844590548097369833e+02,-4.768234026042750173e+01,9.788841737147944144e+00,-1.651014143267065526e-02
2.846302546907094211e+02,-4.777406378859598846e+01,9.933396894874324090e+00,-1.620374848762517334e-02
2.848014517632690854e+02,-4.786555478087498017e+01,1.007809601714123104e+01,-1.595369015725370612e-02
2.849726514140517111e+02,-4.795647991134102739e+01,1.022315442288810239e+01,-1.577731489506963014e-02
2.851438485727653642e+02,-4.804718646096602441e+01,1.036834667132706223e+01,-1.560022714558178050e-02
2.853150583467993329e+02,-4.813733349442470910e+01,1.051390181236769195e+01,-1.537983284785402957e-02
2.854862657745695174e+02,-4.822727588107714070e+01,1.065958074154740842e+01,-1.513535572344343848e-02
2.856574738713254646e+02,-4.831665788475111611e+01,1.080560495123202180e+01,-1.490297713257550567e-02
2.858286814337566284e+02,-4.840585275469396720e+01,1.095174291553116674e+01,-1.471355189904147154e-02
2.859998992836644334e+02,-4.849449654051543490e+01,1.109822783408011837e+01,-1.450644873992522864e-02
2.861711163954587960e+02,-4.858296535934876914e+01,1.124481762726314393e+01,-1.428353314802120397e-02
2.863423374619931110e+02,-4.867088596616681428e+01,1.139174148687041210e+01,-1.408715608870956745e-02
2.865135592459231475e+02,-4.875864641375543584e+01,1.153876190426617576e+01,-1.388182381442615472e-02
2.866847784551456471e+02,-4.884585884781917997e+01,1.168610507157110767e+01,-1.365782785529626349e-02
2.868560075358283257e+02,-4.893293095824387962e+01,1.183354267077029398e+01,-1.339953976695503271e-02
2.870272334302694617e+02,-4.901946014290900422e+01,1.198129586744756203e+01,-1.317454225122193130e-02
2.871984580772748359e+02,-4.910586212315386945e+01,1.212912204088070567e+01,-1.307147779825944788e-02
2.873696866623686788e+02,-4.919172702151860221e+01,1.227726537546599239e+01,-1.282923749988435641e-02
2.875409174681640252e+02,-4.927747288265429404e+01,1.242548020654381524e+01,-1.253806237055298499e-02
2.877121425878920604e+02,-4.936269324279874837e+01,1.257399125610823631e+01,-1.233372048043942203e-02
2.878833706923309137e+02,-4.944780652019096578e+01,1.272256714163907887e+01,-1.214558744925185209e-02
2.880545937607638507e+02,-4.953240230661676691e+01,1.287143249047010229e+01,-1.198105932068832709e-02
2.882258186685288592e+02,-4.961690043377637238e+01,1.302035540860445728e+01,-1.184133046952262451e-02
2.883970355649999533e+02,-4.970088496548140711e+01,1.316955937661963993e+01,-1.167062383614329672e-02
2.885682609463369772e+02,-4.978478266061598845e+01,1.331882192371408813e+01,-1.155718324657345822e-02
2.887394787058564702e+02,-4.986817547319291322e+01,1.346835840750776114e+01,-1.146069158870043937e-02
2.889107001325710371e+02,-4.995148083029460651e+01,1.361794782706788354e+01,-1.129974373659094027e-02
2.890819186721960250e+02,-5.003429050462464289e+01,1.376780891657636019e+01,-1.113799707449250782e-02
2.892531394338425912e+02,-5.011702034832429575e+01,1.391771662878712235e+01,-1.103960794955574122e-02
2.894243557624886307e+02,-5.019926081644005222e+01,1.406788831919222993e+01,-1.094640423521635840e-02
2.895955789627923878e+02,-5.028142556783645745e+01,1.421810928294302734e+01,-1.078894076478610978e-02
2.897668006079188672e+02,-5.036310884899153706e+01,1.436859082114476927e+01,-1.066555277237991352e-02
2.899380291764563822e+02,-5.044472492973326894e+01,1.451911669283387063e+01,-1.054169495102841303e-02
2.901092590158826852e+02,-5.052586395010878562e+01,1.466990169634038210e+01,-1.033505602693197273e-02
2.902804877945926592e+02,-5.060694053622457744e+01,1.482071907545273426e+01,-1.025955782590375412e-02
2.904517160460612786e+02,-5.068755095067577798e+01,1.497178553494325293e+01,-1.020241322962033882e-02
2.906229522015291877e+02,-5.076809821536676282e+01,1.512289463159276437e+01,-1.002492300378688556e-02
2.907941921994298013e+02,-5.084819117808669375e+01,1.527424936129665411e+01,-9.828962301991808412e-03
2.909654335853537646e+02,-5.092822541788051183e+01,1.542563672111833384e+01,-9.751119584178340183e-03
2.911366751932093280e+02,-5.100781552296907506e+01,1.557725830082564933e+01,-9.657972854889155037e-03
2.913079270523559217e+02,-5.108734632173664636e+01,1.572892257251990067e+01,-9.499843088288094720e-03
2.914791787311891085e+02,-5.116644622848060209e+01,1.588081181590558444e+01,-9.330508735426163922e-03
2.916504306647299245e+02,-5.124548424585621831e+01,1.603273356073099265e+01,-9.241754325907739626e-03
2.918216865551083288e+02,-5.132410803768310359e+01,1.618487454583382146e+01,-9.125906705007885006e-03
2.919929531063181685e+02,-5.140266835995139161e+01,1.633706031168729567e+01,-8.955268539741483014e-03
2.921642151091933215e+02,-5.148082811381751611e+01,1.648944707785939201e+01,-8.866960451311257582e-03
2.923354839286911329e+02,-5.155892205197815770e+01,1.664187524243124372e+01,-8.726620608891734812e-03
2.925067584977986144e+02,-5.163662918446828343e+01,1.679450741329677044e+01,-8.551539346630677649e-03
2.926780328764958767e+02,-5.171427209221951671e+01,1.694717205122599424e+01,-8.492146992189907387e-03
2.928493153462067653e+02,-5.179154206510570901e+01,1.710003485154189562e+01,-8.384775330145260649e-03
2.930205999469919220e+02,-5.186874152959927642e+01,1.725293565974132548e+01,-8.188160249486094860e-03
2.931918902185822162e+02,-5.194558483772991764e+01,1.740602211615407668e+01,-8.012165587817126483e-03
2.933631817507496748e+02,-5.202235928186932057e+01,1.755914453031788369e+01,-7.931328954984193796e-03
2.935344764494678884e+02,-5.209879223491979872e+01,1.771244122792401754e+01,-7.865022265689676148e-03
2.937057730449132578e+02,-5.217514868116801807e+01,1.786577816648586392e+01,-7.736348479254864623e-03
2.938770765764987800e+02,-5.225117962641455449e+01,1.801928450283256211e+01,-7.519285521126617237e-03
2.940483809867717468e+02,-5.232713220423039502e+01,1.817283060959565333e+01,-7.344247577239067237e-03
2.942196896980225347e+02,-5.240278179130375946e+01,1.832653101468956791e+01,-7.343485131861862865e-03
2.943909950682951262e+02,-5.247834533511017696e+01,1.848027001667556490e+01,-7.254015544881236427e-03
2.945623131892519950e+02,-5.255361502706445975e+01,1.863416729423856566e+01,-7.020614914668298241e-03
2.947336268002728161e+02,-5.262880164087002299e+01,1.878810015760911156e+01,-6.924988929948187009e-03
2.949049425105163778e+02,-5.270371036360503325e+01,1.894217077724329101e+01,-6.800200156516996580e-03
2.950762636473810403e+02,-5.277852937838193981e+01,1.909629101265841555e+01,-6.618089054204388116e-03
2.952475856209803737e+02,-5.285309366478827542e+01,1.925053557765402701e+01,-6.519554252631382281e-03
2.954189086444786767e+02,-5.292756140442781287e+01,1.940482794341976103e+01,-6.390837279511006261e-03
2.955902280968716695e+02,-5.300178746539093311e+01,1.955923275760033775e+01,-6.283533983119581404e-03
2.957615536173458395e+02,-5.307591744218613172e+01,1.971369045571241330e+01,-6.186903260390641882e-03
2.959328774966647870e+02,-5.314981928738141903e+01,1.986825561641047599e+01,-6.031917552076208021e-03
2.961042044963483590e+02,-5.322362092002722989e+01,2.002287210918983007e+01,-5.888981161284323300e-03
2.962755332781837865e+02,-5.329721484633086703e+01,2.017758954678631156e+01,-5.746738864703596419e-03
2.964468542714939190e+02,-5.337069971735544982e+01,2.033235018932593974e+01,-5.630048079604657411e-03
2.966181819421458954e+02,-5.344399796559539340e+01,2.048720669560185215e+01,-5.530985028838614204e-03
2.967895036552689589e+02,-5.351718105134158066e+01,2.064211107045317917e+01,-5.378217609812111638e-03
2.969608289822288043e+02,-5.359019334763821263e+01,2.079710001279227782e+01,-5.250506744345516917e-03
2.971321452602940099e+02,-5.366308798473840369e+01,2.095213432838771794e+01,-5.155679865698970660e-03
2.973034669410958486e+02,-5.373582712739118961e+01,2.110724762710485791e+01,-5.005458696280970336e-03
2.974747843433428898e+02,-5.380844595771383609e+01,2.126241256449485917e+01,-4.823114287667373302e-03
2.976460960920182401e+02,-5.388092503556093504e+01,2.141763659133553332e+01,-4.722171918240616190e-03
2.978174067925154418e+02,-5.395328395562059853e+01,2.157291551067956092e+01,-4.659123972493187799e-03
2.979887118553331220e+02,-5.402551492137047973e+01,2.172824777433976706e+01,-4.507116718968182112e-03
2.981600143665343694e+02,-5.409761984756005404e+01,2.188363577247039160e+01,-4.304886703712700914e-03
2.983313127055963605e+02,-5.416961873001501004e+01,2.203906833627425854e+01,-4.149168268934141403e-03
2.985026099341657755e+02,-5.424149227314610755e+01,2.219455767453688111e+01,-3.925109166083830259e-03
2.986738982312381268e+02,-5.431327413933455972e+01,2.235007951994916553e+01,-3.710897622964265570e-03
2.988451818696345867e+02,-5.438493658033556954e+01,2.250565130187671770e+01,-3.557037266902623573e-03
2.990164626471398037e+02,-5.445652523801067701e+01,2.266125390093941050e+01,-3.293755536732112955e-03
2.991877386302197124e+02,-5.452799537161821064e+01,2.281690569945812186e+01,-3.035146804751403821e-03
2.993590128222699036e+02,-5.459941921088594086e+01,2.297257677591970193e+01,-2.907472364182797555e-03
2.995302788370170788e+02,-5.467072357827517237e+01,2.312829361829262353e+01,-2.685447186411054222e-03
2.997015428766023888e+02,-5.474199468414121128e+01,2.328402351498467837e+01,-2.426782509276271486e-03
2.998727997388386370e+02,-5.481315727003757132e+01,2.343979514022992205e+01,-2.212356219692910089e-03
3.000440558850778530e+02,-5.488430414531650570e+01,2.359557315460534710e+01,-2.013129362778213506e-03
3.002153060929870207e+02,-5.495534883911550139e+01,2.375139127034271880e+01,-1.824484903872014910e-03
3.003865503796074563e+02,-5.502639107440113264e+01,2.390720399930209439e+01,-1.588921693946233026e-03
3.005577899433806124e+02,-5.509733634291026760e+01,2.406305571433082235e+01,-1.355341704827425298e-03
3.007290262598047548e+02,-5.516830068691011491e+01,2.421889517641659140e+01,-1.167516352143093284e-03
3.009002590500954852e+02,-5.523917306020542384e+01,2.437477261280245955e+01,-9.565361768688328574e-04
3.010714865630145596e+02,-5.531007921243300984e+01,2.453062888876439018e+01,-7.541118817193901173e-04
3.012427070483510079e+02,-5.538089892357779576e+01,2.468651674304502919e+01,-5.268613336012235729e-04
3.014139263615992377e+02,-5.545176874570474013e+01,2.484238053467375806e+01,-2.994724121289258300e-04
3.015851366012914241e+02,-5.552256091070211852e+01,2.499826964766899451e+01,-9.325343763491305974e-05
3.017563421556778849e+02,-5.559341637777939127e+01,2.515412485174650215e+01,9.719528917850340231e-05
3.019275444905142649e+02,-5.566420398252017776e+01,2.531000735387064537e+01,3.523924716806811500e-04
3.020987400890701906e+02,-5.573506699478424053e+01,2.546584819080943873e+01,5.669410496947618200e-04
3.022699318821856878e+02,-5.580587618738451283e+01,2.562170930935218038e+01,7.373228995450623524e-04
3.024411181136740083e+02,-5.587676987814101892e+01,2.577752590173595948e+01,9.643021830407641840e-04
3.026122970337991092e+02,-5.594761786862392228e+01,2.593335524730260033e+01,1.214315083678365118e-03
3.027834730404287598e+02,-5.601856608362822243e+01,2.608913578534690103e+01,1.391826243872180567e-03
3.029546411710124971e+02,-5.608948039027121979e+01,2.624492310845398180e+01,1.596286691639515554e-03
3.031258061201169198e+02,-5.616050169123234070e+01,2.640065818674948162e+01,1.842991459029916278e-03
3.032969651347518152e+02,-5.623150478154321519e+01,2.655639504641057869e+01,2.040050652736535679e-03
3.034681164819596120e+02,-5.630262437783297713e+01,2.671207030672713145e+01,2.242063310510970103e-03
3.036392623907918278e+02,-5.637373555143103232e+01,2.686774343574914425e+01,2.499244077707304425e-03
3.038104033462740290e+02,-5.644497624159271254e+01,2.702335188895346008e+01,2.690163450499939626e-03
3.039815376395079625e+02,-5.651622345431223238e+01,2.717895002840372243e+01,2.878114522854322097e-03
3.041526635650987487e+02,-5.658760356277196735e+01,2.733447804043237994e+01,3.128824149374918786e-03
3.043237888107382219e+02,-5.665900779911849838e+01,2.748999422842234353e+01,3.349945961334296462e-03
